,title,url,lead_par,date,region
545,"She made calico granny dresses inspired by “flower children,” dressed a young Hillary Rodham and helped young women gussy up for their proms.",https://www.nytimes.com/2021/03/23/fashion/jessica-mcclintock-dead.html,"Jessica McClintock, a fashion designer whose romantic, lacy confections dressed generations of women for their weddings and proms, died on Feb. 16 at her home in San Francisco. She was 90.",2021-03-23T18:49:13+0000,Asia Pacific
546,Another blow to AstraZeneca.,https://www.nytimes.com/2021/03/23/briefing/astrazeneca-trial-south-korea-housing.html,The announcement this week that the AstraZeneca Covid-19 vaccine had achieved nearly 80 percent efficacy in a gold-standard U.S. trial was met with relief by the many countries relying on it.,2021-03-23T19:39:55+0000,Asia Pacific
547,The Sri Lankan government tried to block the inquiry into abuses committed by both Tamil Tigers guerrillas and security forces during the 30-year war.,https://www.nytimes.com/2021/03/23/world/asia/sri-lanka-civil-war-un-investigation.html,"GENEVA — Responding to a decades-long push for accountability in the Sri Lankan civil war, the United Nations will set up a team of investigators to collect evidence of atrocities and abuses, amid deepening concern over the government’s backsliding on human rights.",2021-03-23T21:44:15+0000,Asia Pacific
548,Senators Tammy Duckworth and Mazie Hirono had said they would support only “diversity candidates” until President Biden addressed the dearth of Asian-Americans and Pacific Islanders in his administration.,https://www.nytimes.com/2021/03/23/us/politics/duckworth-hirono-biden-nominees.html,The White House said Tuesday that it would appoint a senior official to focus on Asian-American priorities after the Senate’s two Asian-American Democrats called on President Biden to address what they said was an unacceptable lack of representation at the highest levels of his administration.,2021-03-23T23:52:06+0000,Asia Pacific
549,"The Bangladesh authorities say that at least 15 people have died after a devastating fire ripped through the Rohingya refugee camp in Cox’s Bazar, leaving hundreds injured and tens of thousands homeless once again.",https://www.nytimes.com/video/world/asia/100000007671213/bangladesh-fire-rohingya-camp.html,"The Bangladesh authorities say that at least 15 people have died after a devastating fire ripped through the Rohingya refugee camp in Cox’s Bazar, leaving hundreds injured and tens of thousands homeless once again.",2021-03-24T01:46:18+0000,Asia Pacific
550,New satellite images obtained by The New York Times show that China has allowed tankers to use its infrastructure and territorial waters to deliver oil to North Korea.,https://www.nytimes.com/2021/03/24/world/asia/tankers-north-korea-china.html,"On a sunny, early morning in January, the oil tanker New Konk moved into a shipyard in China’s Fujian province for repairs. It was an otherwise routine event, but for two details.",2021-03-24T09:00:13+0000,Asia Pacific
551,"The Games’ organizers say they have a responsibility to hold the event and “build a legacy” for society. But money, national pride and political obduracy are also important drivers.",https://www.nytimes.com/2021/03/24/world/asia/japan-olympics.html,"TOKYO — From the moment that Japan pitched to host the 2020 Olympic Games, its organizers have framed it as a symbol of recovery: from a decades-long economic slump, from a devastating earthquake, tsunami and nuclear disaster and, after a year’s postponement, from a crippling pandemic.",2021-03-24T09:00:16+0000,Asia Pacific
552,"As the nation’s military kills, assaults and terrorizes unarmed civilians each day, some protesters say there is no choice but to fight the army on its own terms.",https://www.nytimes.com/2021/03/24/world/asia/myanmar-coup-resistance-protests.html,"In a jungle in the borderlands of Myanmar, the troops sweated through basic training. They learned how to load a rifle, pull the pin of a hand grenade and assemble a firebomb.",2021-03-24T09:00:35+0000,Asia Pacific
553,"Officials said they had found no health risks, but the move deals a blow to the Chinese city’s already troubled inoculation campaign.",https://www.nytimes.com/2021/03/24/business/hong-kong-pfizer-biontech-vaccine.html,"Hong Kong suspended use of the Pfizer-BioNTech vaccine on Wednesday after packaging defects ranging from cracked containers to loose caps were discovered in one batch of doses, a major blow to a city already struggling in its campaign to inoculate its seven million residents against Covid-19.",2021-03-24T10:53:32+0000,Asia Pacific
554,Wednesday: The Natomas Unified School District has a celebrated mental health program. But the pandemic is taking a toll.,https://www.nytimes.com/2021/03/24/us/natomas-school-district-mental-health.html,Good morning.,2021-03-24T12:55:58+0000,Asia Pacific
555,"The pandemic has led to new contemplations of fragility, and sick or disabled artists are using new attention to imagine a more accessible art world.",https://www.nytimes.com/2021/03/24/arts/design/artists-disability-museums.html,"Many artists with chronic illnesses or disabilities feared the worst when the pandemic started. Like those who are immunocompromised or have underlying conditions, accessing care and continuing to work would be tough. And it was. Some artists moved to remote areas to save money and protect themselves; others maintained strict quarantines in their homes.",2021-03-24T15:52:47+0000,Asia Pacific
556,AstraZeneca stockpile is another chapter in E.U. struggles.,https://www.nytimes.com/2021/03/24/briefing/astrazeneca-eu-myanmar-japan-olympics.html,Italian authorities found a stockpile of 29 million doses of AstraZeneca’s Covid-19 vaccine languishing in a factory near Rome. The discovery of so many doses raised suspicions that the pharmaceutical company was trying to find a way to export them to Britain or elsewhere.,2021-03-24T18:53:47+0000,Asia Pacific
557,Did racism or theology or gender motivate the shootings in Georgia? All of the above.,https://www.nytimes.com/2021/03/24/opinion/atlanta-shootings-women-religion.html,"When news about the Atlanta killings broke, I saw in Korean sources first that six of the dead were Asian women, four of Korean descent. I didn’t yet know their names; I mourned them as Daughter, Big Sister, Mother, Aunt.",2021-03-24T19:00:09+0000,Asia Pacific
558,"Gov. Gavin Newsom has appointed Mr. Bonta, an East Bay assemblyman, to fill the remaining term of Xavier Becerra, who became the U.S. Health and Human Services secretary last week.",https://www.nytimes.com/2021/03/24/us/rob-bonta-california-attorney-general.html,"SACRAMENTO — Gov. Gavin Newsom of California on Wednesday named Rob Bonta, a Democratic state legislator and loyal political ally, to succeed Xavier Becerra as attorney general, placing an advocate of criminal justice reform and a rising Asian-American progressive at the helm of California’s largest law enforcement agency.",2021-03-24T20:44:32+0000,Asia Pacific
559,"Our judges selected 56 finalists from a record 4,100-plus entries from teenagers around the world. Read the winning critical reviews here.",https://www.nytimes.com/2021/03/24/learning/the-winners-of-our-sixth-annual-review-contest.html,"In December, we invited teenagers to play critic and submit an original review about any kind of creative expression covered in The New York Times for our Sixth Annual Student Review Contest. We received over 4,100 entries — nearly double the number from the previous year — and our judges selected 11 winners, 17 runners-up and 28 honorable mentions.",2021-03-24T20:55:47+0000,Asia Pacific
560,"The ceremony kicked off in Fukushima Prefecture, a heavily symbolic choice a decade after the tsunami and nuclear disaster there.",https://www.nytimes.com/2021/03/24/world/asia/tokyo-olympics-torch-relay.html,"FUKUSHIMA, Japan — When Bruna Noguchi signed up to be a torchbearer for the Tokyo Olympics a year and a half ago — before the coronavirus pandemic, before the resignations of two top officials over sexist remarks — she never dreamed it could be a controversial decision.",2021-03-25T01:23:12+0000,Asia Pacific
561,Pyongyang’s recent ballistic missiles test indicated that the country is once again raising tensions to gain leverage with Washington.,https://www.nytimes.com/2021/03/25/world/asia/north-korea-ballistic-missiles.html,"SEOUL — North Korea issued warnings for more than a week. It swore that the Biden administration would pay a “price,” accused it of raising “a stink” on the Korean Peninsula and called Washington’s effort to open a channel of communication a “trick,” vowing to deal with the United States “power for power.”",2021-03-25T01:32:30+0000,Asia Pacific
562,"The measure, believed to be among the first in the world, would apply to couples who lose a pregnancy at any point.",https://www.nytimes.com/2021/03/25/world/asia/new-zealand-miscarriage-paid-leave.html,"AUCKLAND, New Zealand — New Zealand’s Parliament on Wednesday unanimously approved legislation that would give couples who suffer a miscarriage or stillbirth three days of paid leave, putting the country in the vanguard of those providing such benefits.",2021-03-25T04:53:22+0000,Asia Pacific
563,The crisis in Papua New Guinea is a reminder that the virus will keep wreaking havoc until the whole world is vaccinated.,https://www.nytimes.com/2021/03/25/world/australia/papua-new-guinea-coronavirus.html,"The emergency rooms are heaving, health care workers are falling sick, and misinformation about the coronavirus is running rife. It has all left Papua New Guinea, an island nation just north of Australia, in the grip of a deadly crisis, as a tripling of infections over the past month has swamped an already fragile health care system.",2021-03-25T07:13:48+0000,Asia Pacific
564,Thursday: The role is widely seen as a springboard to higher office. Mr. Bonta will be the first Filipino-American in the job. Also: A Covid memorial.,https://www.nytimes.com/2021/03/25/us/rob-bonta-california-attorney-general.html,Good morning.,2021-03-25T12:53:17+0000,Asia Pacific
565,Major clothing brands that rely on the Chinese market are caught in a bind as Beijing and the West harden their stances on the crackdown on Xinjiang.,https://www.nytimes.com/2021/03/25/business/china-boycott-hm.html,"H&M faces a boycott. Tommy Hilfiger, Adidas, Nike, Converse and Calvin Klein have lost their brand ambassadors. Burberry has had to give up an online video game partnership.",2021-03-25T13:24:30+0000,Asia Pacific
566,"An artwork that sold for nearly $700,000 was the latest in the frenzied market for digital art — and possibly the first created in part by a non-human.",https://www.nytimes.com/2021/03/25/arts/sophia-robot-nft.html,"HONG KONG — Sophia the robot has interviewed Germany’s chancellor, appeared at New York Fashion Week and performed on “The Tonight Show.”",2021-03-25T13:42:23+0000,Asia Pacific
567,"On Thursday, the Olympic torch relay began in Fukushima, Japan, without the usual fanfare accustomed with the Games. Instead, there was a socially distanced ceremony with a procession through the street.",https://www.nytimes.com/video/world/asia/100000007674195/japan-olympics-torch-lighting.html,"On Thursday, the Olympic torch relay began in Fukushima, Japan, without the usual fanfare accustomed with the Games. Instead, there was a socially distanced ceremony with a procession through the street.",2021-03-25T14:28:30+0000,Asia Pacific
568,"A major supplier of the AstraZeneca vaccine, India is now circling the wagons and restricting exports. The impact is beginning to be felt worldwide, particularly in poorer countries.",https://www.nytimes.com/2021/03/25/world/asia/india-covid-vaccine-astrazeneca.html,"NEW DELHI — With its own battle against the coronavirus taking a sharp turn for the worse, India has severely curtailed exports of Covid-19 vaccines, triggering setbacks for vaccination drives in many other countries.",2021-03-25T18:12:43+0000,Asia Pacific
569,India cuts back vaccine exports.,https://www.nytimes.com/2021/03/25/briefing/astrazeneca-serum-institute-north-korea.html,"With its own battle against the coronavirus taking a sharp turn for the worse, the Indian government is now holding back nearly all of the 2.4 million doses that its biggest vaccine producer, the Serum Institute of India, puts out each day.",2021-03-25T20:16:19+0000,Asia Pacific
570,Ultrafast and ultracheap sequencing could reshape the future of health care.,https://www.nytimes.com/interactive/2021/03/25/magazine/genome-sequencing-covid-variants.html,Ultrafast and ultracheap sequencing could reshape the future of health care.,2021-03-25T21:12:07+0000,Asia Pacific
571,From JobSeeker to working from home to … online menus?,https://www.nytimes.com/2021/03/26/world/australia/australia-is-returning-to-normal-but-should-everything.html,"During a recent trip to a local cafe, I realized with some dismay that the digital ordering system it had starting using during the pandemic was no more.",2021-03-26T05:05:03+0000,Asia Pacific
572,The shutdown of the vital waterway and its impact on trade underscore the world’s reliance on global supply chains.,https://www.nytimes.com/2021/03/26/business/ship-suez-canal.html,"[Update: After nearly a week, the Ever Given, the mammoth container ship stuck in the Suez Canal, has been freed.]",2021-03-26T07:00:08+0000,Asia Pacific
573,"With techniques honed in China, a new breed of company offers expensive loans to people devastated by the pandemic. If they can’t repay, family and friends hear all about it.",https://www.nytimes.com/2021/03/26/business/india-lending-apps.html,"HYDERABAD, India — The harassing calls began soon after sunrise. Kiran Kumar remained in bed and, for hours, thought about how he was going to end his hostage of a life.",2021-03-26T09:00:27+0000,Asia Pacific
574,"The country has one of the largest standing armies in the world, but much of its equipment is old. Leaders have sought to make up for that shortcoming by building new weapons.",https://www.nytimes.com/article/north-korea-arsenal-nukes.html,"SEOUL — During a party congress meeting in January, Kim Jong-un, the leader of North Korea, offered an unusually detailed list of weapons that ​he said his country was developing to help counter foreign aggression.",2021-03-26T10:27:51+0000,Asia Pacific
575,"The woman, Xiao Zhen Xie, 75, was punched by a white man last week. Her family raised money through GoFundMe to pay for her medical expenses. Now, they want to use it to fight anti-Asian racism.",https://www.nytimes.com/2021/03/26/us/san-francisco-elderly-woman-attacked.html,"After a Chinese grandmother was attacked by a white man in broad daylight in San Francisco last week, she fought back.",2021-03-26T10:48:30+0000,Asia Pacific
576,Friday: Gov. Gavin Newsom announced on Thursday that all adults will be eligible for the vaccine by April 15.,https://www.nytimes.com/2021/03/26/us/ca-vaccine-eligibility-expansion.html,Good morning.,2021-03-26T13:01:01+0000,Asia Pacific
577,"Security forces have responded to protests with increasing ruthlessness, shooting people in the streets, raiding homes and arbitrarily carrying out beatings and arrests.",https://www.nytimes.com/2021/03/26/world/asia/myanmar-military-protesters-arrests.html,"When the police and soldiers arrived in the middle of the night, they fired their guns into the air, threw stones through the windows and threatened to drive a car through the front door if no one opened it. U Shwe Win and his family were asleep. It was 2:30 a.m.",2021-03-26T13:43:35+0000,Asia Pacific
578,"Pro-Beijing lawmakers have called for work by the dissident artist Ai Weiwei to be removed from a new museum, and accused local arts groups of undermining national security.",https://www.nytimes.com/2021/03/26/world/asia/hong-kong-china-art-national-security-law.html,"HONG KONG — With its multibillion-dollar price tag and big-name artists, M+, the museum rising on Victoria Harbor, was meant to embody Hong Kong’s ambitions of becoming a global cultural hub. It was to be the city’s first world-class art museum, proof that Hong Kong could do high culture just as well as finance.",2021-03-26T14:19:16+0000,Asia Pacific
579,"Washington lawmakers, lobbyists and other parties have been vying to influence how the Bureau of Industry and Security, under the Biden administration, will approach a technology relationship with China.",https://www.nytimes.com/2021/03/26/business/economy/commerce-department-technology-china.html,"WASHINGTON — As tensions between the United States and China escalate, a little-known federal agency is at the center of a debate in the Biden administration about how tough an approach to take when it comes to protecting American technology.",2021-03-26T16:55:18+0000,Asia Pacific
580,"After losing his White House job because of his role in the Iran-contra scandal, he reinvented himself as a business broker and government adviser in Phnom Penh.",https://www.nytimes.com/2021/03/26/world/asia/bretton-sciaroni-dead.html,"Bretton G. Sciaroni, an American lawyer who became a powerful business broker and an adviser to the government in Cambodia after being fired as a White House official when he became embroiled in the Iran-contra scandal, died on March 12 at his home in Phnom Penh, the nation’s capital. He was 69.",2021-03-26T18:19:41+0000,Asia Pacific
581,The conversations represent a fraught yet tender shift in the traditional parent-child dynamic.,https://www.nytimes.com/2021/03/26/well/family/asian-american-hate-racism.html,"Earlier in the pandemic, Ellen Lee offered to bring her parents groceries, to protect them from catching the coronavirus while shopping. They refused. Now when she asks, it’s because she’s worried they might get assaulted when they’re out running errands.",2021-03-26T19:47:53+0000,Asia Pacific
582,"If U.S. troops leave before any deal between the Taliban and the Afghan government, the militant group will take over much of the country, an intelligence assessment predicted.",https://www.nytimes.com/2021/03/26/us/politics/biden-afghanistan-intelligence.html,"WASHINGTON — As President Biden signaled this week that he would let a May 1 deadline pass without withdrawing American troops from Afghanistan, some officials are using an intelligence assessment to argue for prolonging the military mission there.",2021-03-26T20:21:31+0000,Asia Pacific
583,A Kashmir resort is welcoming the highest number of skiers in decades as Indians eager to get outdoors after lockdowns flock there even amid a simmering separatist movement and a security clampdown.,https://www.nytimes.com/2021/03/27/world/asia/gulmarg-kashmir-himalaya-skiing.html,"GULMARG, Kashmir — As a soft snowfall blanketed everything around her, Nihad Ashraf Khan, a college student who had been cooped up for months because of the pandemic, ran up to her attic and almost frantically grabbed for her skis, poles, boots and goggles — and headed immediately for the Himalayas.",2021-03-27T09:00:25+0000,Asia Pacific
584,Online portals have practiced aggressive journalism in a mostly compliant media landscape. But trolls and the government could now be empowered to stop them.,https://www.nytimes.com/2021/03/27/world/asia/india-modi-media.html,"NEW DELHI — Narendra Modi, India’s prime minister, has cultivated and cowed large parts of the country’s normally raucous news media in recent years as part of a broader campaign against dissent.",2021-03-27T09:30:50+0000,Asia Pacific
585,The countries signed a sweeping pact on Saturday that calls for heavy Chinese investments in Iran over 25 years in exchange for oil — a step that could ease Iran’s international isolation.,https://www.nytimes.com/2021/03/27/world/middleeast/china-iran-deal.html,China agreed to invest $400 billion in Iran over 25 years in exchange for a steady supply of oil to fuel its growing economy under a sweeping economic and security agreement signed on Saturday.,2021-03-27T11:00:39+0000,Asia Pacific
586,A rights group said it had documented 90 killings by the security forces on Saturday. It appeared to be the bloodiest day since protests against the military coup began.,https://www.nytimes.com/2021/03/27/world/asia/myanmar-protests.html,"On the eve of a major military celebration, Myanmar’s army warned people not to come out to protest or they could be shot “in the back,” or in the head.",2021-03-27T12:59:23+0000,Asia Pacific
587,"While the government is welcoming Chinese investors to save moribund businesses and bring much-needed capital, many Serbians are complaining of environmental and political impacts.",https://www.nytimes.com/2021/03/27/world/europe/serbia-chinese-companies-pollution.html,"METOVNICA, Serbia — The well in the retired couple’s yard, their only source of clean water, began to dry up two years ago. Last year, dead fish started washing up on the banks of the river that runs by their home in a bucolic village in southeastern Serbia.",2021-03-27T16:37:39+0000,Asia Pacific
588,"Children, including a 5-year-old-boy, were among those killed this weekend as the country’s security forces cracked down on nationwide protests against a coup.",https://www.nytimes.com/2021/03/27/world/asia/myanmar-protests-military-pictures.html,"In a weekend of carnage, Myanmar security forces killed protesters in more than 40 cities and towns as the military regime that seized power two months ago sought to put down opposition to its rule.",2021-03-27T18:44:18+0000,Asia Pacific
589,"Islamist religious processions in different parts of the country became the scenes of deadly violence, marring 50th anniversary celebrations.",https://www.nytimes.com/2021/03/27/world/asia/bangladesh-protests-modi.html,"DHAKA, Bangladesh — At least 10 people were killed and dozens injured in protests against a visit by Prime Minister Narendra Modi of India to Bangladesh as part of celebrations for the country’s 50th anniversary.",2021-03-27T19:33:53+0000,Asia Pacific
590,"Infections are soaring in the country, which has severely curtailed exports of Covid-19 vaccines as it tries to prevent a second wave.",https://www.nytimes.com/2021/03/27/world/asia/india-covid-surge.html,"India, racing to contain a second wave of the coronavirus, on Sunday reported its biggest single-day spike since October — 62,258 cases in the past 24 hours.",2021-03-27T20:14:23+0000,Asia Pacific
591,"Children and bystanders were among the dozens shot and killed in Myanmar on Saturday as the security forces cracked down on protests against the February military coup. On the same day, a parade honored the army.",https://www.nytimes.com/video/world/asia/100000007678241/myanmar-military-violence-protesters-killed.html,"Children and bystanders were among the dozens shot and killed in Myanmar on Saturday as the security forces cracked down on protests against the February military coup. On the same day, a parade honored the army.",2021-03-27T22:28:57+0000,Asia Pacific
592,"No churchgoers were killed, but at least 19 people were injured, the police said. President Joko Widodo called it an act of terrorism.",https://www.nytimes.com/2021/03/28/world/asia/indonesia-church-bombing.html,"An explosion shook a Roman Catholic cathedral compound in the eastern Indonesian city of Makassar on Sunday morning, shattering the calm of Palm Sunday, a holy day for Christians.",2021-03-28T04:24:17+0000,Asia Pacific
593,The “Saturday Night Live” alumna reprised her role as Vice President Kamala Harris in a sketch that also featured Alex Moffat’s return as President Biden.,https://www.nytimes.com/2021/03/28/arts/television/snl-maya-rudolph-recap.html,"This weekend, “Saturday Night Live” added one more question to the four that are customarily asked at a Passover Seder: Why wasn’t this sketch chosen as the cold open?",2021-03-28T07:19:38+0000,Asia Pacific
594,"The challenges of the past year gave designers every reason to recede into the shadows, but creativity won’t be denied.",https://www.nytimes.com/2021/03/28/arts/design/designers-global-challenges.html,"If anything, they are finding inspiration in global upheaval. From hundreds of possibilities, here are just a few examples we selected of projects begun or realized despite closed borders, disrupted supply chains and economic collapse.",2021-03-28T09:00:23+0000,Asia Pacific
595,"Four officers spoke about life in the feared Tatmadaw, which has turned its guns on civilians again. “The Tatmadaw is the only world” for most soldiers, one said.",https://www.nytimes.com/2021/03/28/world/asia/myanmar-army-protests.html,"Capt. Tun Myat Aung leaned over the hot pavement in Yangon, Myanmar’s largest city, and picked up bullet casings. Nausea crept into his throat. The shells, he knew, meant that rifles had been used, real bullets fired at real people.",2021-03-28T14:52:37+0000,Asia Pacific
596,Myanmar’s bloodiest day.,https://www.nytimes.com/2021/03/28/briefing/myanmar-brazil-suez.html,Saturday appeared to be the bloodiest day of protests since the Feb. 1 military coup.,2021-03-28T19:22:04+0000,Asia Pacific
597,"The book, “The Adventures of Ook and Gluk: Kung-Fu Cavemen from the Future” by Dav Pilkey, includes images and tropes that perpetuate “passive racism,” the publisher said.",https://www.nytimes.com/2021/03/28/books/dav-pilkey-ook-gluk-racism.html,"A children’s graphic novel by the creator of the popular “Captain Underpants” series was pulled from circulation last week by its publisher, which said that it “perpetuates passive racism.”",2021-03-28T22:56:48+0000,Asia Pacific
598,"The state-owned oil company, Pertamina, which operates the refinery on the island of Java, suggested the fire may have been caused by a lightning strike.",https://www.nytimes.com/2021/03/29/world/asia/indonesia-refinery-fire.html,"JAKARTA, Indonesia — An oil refinery on the Indonesian island of Java caught fire early Monday, sending flames and smoke towering into the sky, seriously injuring six people and prompting an evacuation of nearly 1,000 nearby residents.",2021-03-29T04:17:39+0000,Asia Pacific
599,A young woman from a modest background gets a long prison term. The powerful officials who paid her draw lighter punishment. The Chinese public has questions.,https://www.nytimes.com/2021/03/29/business/china-metoo-local-corruption.html,"The woman from a poor village was only 19 years old when she started a sexual relationship with a local police chief. Soon, she had trysts with other local leaders, including police and hospital officials.",2021-03-29T09:00:12+0000,Asia Pacific
600,"As President Biden predicts a struggle between democracies and their opponents, Beijing is eager to champion the other side.",https://www.nytimes.com/2021/03/29/world/asia/china-us-russia.html,President Biden wants to forge an “alliance of democracies.” China wants to make clear that it has alliances of its own.,2021-03-29T09:00:15+0000,Asia Pacific
601,The San Francisco school board has infuriated parents and the mayor. Now it has descended into chaos over accusations of racism.,https://www.nytimes.com/2021/03/29/us/san-francisco-schools-racism.html,"SAN FRANCISCO — The pandemic has brought grinding frustrations for parents, educators and students across the country. But perhaps no place has matched San Francisco in its level of infighting, public outrage and halting efforts to reopen schools.",2021-03-29T09:00:17+0000,Asia Pacific
602,A user’s guide to the latest cross-border social media fashion crisis.,https://www.nytimes.com/2021/03/29/style/china-cotton-uyghur-hm-nike.html,"Last week, calls for the cancellation of H&M and other Western brands went out across Chinese social media as human rights campaigns collided with cotton sourcing and political gamesmanship. Here’s what you need to know about what’s going on and how it may affect everything from your T-shirts to your trench coats.",2021-03-29T09:00:18+0000,Asia Pacific
603,"In the Indian state of Assam, a group of women known as the Hargila Army is spearheading a conservation effort to rescue the endangered greater adjutant stork.",https://www.nytimes.com/2021/03/29/travel/india-greater-adjutant-stork.html,"Life can change in an instant, as I experienced when I first laid my eyes on a tall and bizarrely striking bird known as the greater adjutant.",2021-03-29T09:00:28+0000,Asia Pacific
604,Monday: An update on California’s water situation. Also: A stair-walking love story.,https://www.nytimes.com/2021/03/29/us/california-water.html,Good morning.,2021-03-29T12:59:13+0000,Asia Pacific
605,The Communist Party’s youth wing and official news outlets used grabby memes and hashtags to start a tsunami of nationalist fury over Xinjiang cotton.,https://www.nytimes.com/2021/03/29/business/china-xinjiang-cotton-hm.html,"When the Swedish fast-fashion giant H&M said in September that it was ending its relationship with a Chinese supplier accused of using forced labor, a few Chinese social media accounts dedicated to the textile industry took note. But by and large, the moment passed without fanfare.",2021-03-29T16:06:04+0000,Asia Pacific
606,"Far more work is needed to understand how the pandemic began, the report says, but it is not clear that Beijing will cooperate. “We may never find the true origins,” an expert said.",https://www.nytimes.com/2021/03/29/world/asia/china-virus-WHO-report.html,"For 27 days, they searched for clues in Wuhan, visiting hospitals, live animal markets and government laboratories, conducting interviews and pressing Chinese officials for data, but an international team of experts departed the country still far from understanding the origins of the coronavirus pandemic that has killed nearly 2.8 million people worldwide.",2021-03-29T19:05:05+0000,Asia Pacific
607,Derek Chauvin on trial.,https://www.nytimes.com/2021/03/29/briefing/chauvin-trial-who-inquiry-suez.html,"Derek Chauvin, a former police officer, faces charges of manslaughter, second-degree murder and third-degree murder in the death of George Floyd. Mr. Chauvin held his knee on Mr. Floyd’s neck on a Minneapolis street corner in May before he died.",2021-03-29T20:47:27+0000,Asia Pacific
608,"“We have defeated the enemy.” The international community is scrambling to secure peace in Afghanistan, but the Taliban believe they have the upper hand — and are saying as much.",https://www.nytimes.com/2021/03/30/world/asia/taliban-victory-afghanistan.html,"KABUL, Afghanistan — The Taliban’s swagger is unmistakable. From the recent bellicose speech of their deputy leader, boasting of “conquests,” to sneering references to the “foreign masters” of the “illegitimate” Kabul government, to the Taliban’s own website tally of “puppets” killed — Afghan soldiers — they are promoting a bold message:",2021-03-30T09:00:25+0000,Asia Pacific
609,"New rules give Chinese security bodies power to investigate all potential candidates, meaning that opposition politicians face steep odds of even being allowed to run.",https://www.nytimes.com/2021/03/30/world/asia/china-hong-kong-elections.html,"HONG KONG — China’s sweeping overhaul of Hong Kong’s election system will give national security bodies vast power over who can run for office, a move that could sideline the pro-democracy opposition for years to come.",2021-03-30T11:31:47+0000,Asia Pacific
610,Did Covid-19 come from animal markets? It’s unclear. Did it emerge from a lab? Also unclear. Here’s what a new W.H.O. report says — including questions that the agency’s own chief raised about the findings.,https://www.nytimes.com/2021/03/30/world/asia/who-covid-china.html,"More than a year after the coronavirus pandemic began, the World Health Organization released a report on Tuesday laying out theories on how the virus first spread to humans — but it is already raising more questions than answers, including from the health body’s own leader.",2021-03-30T15:03:18+0000,Asia Pacific
611,"The health workers were part of the government’s polio vaccine campaign in Jalalabad, a city that has seen numerous attacks on women in recent months.",https://www.nytimes.com/2021/03/30/world/asia/women-vaccine-workers-shot-afghanistan.html,"KABUL, Afghanistan — Three health workers, all women, working for the government’s polio vaccine campaign were shot dead in Jalalabad in eastern Afghanistan on Tuesday, local officials said, only weeks after three women working in television were killed in the same city.",2021-03-30T15:42:22+0000,Asia Pacific
612,Vaccines vs. variants in the U.S.,https://www.nytimes.com/2021/03/30/briefing/variants-chauvin-trial-hong-kong.html,,2021-03-30T18:58:48+0000,Asia Pacific
613,"Security guards failed to intervene while a man kicked and stomped on a 65-year-old woman near Times Square, yelling, “You don’t belong here.”",https://www.nytimes.com/2021/03/30/nyregion/asian-attack-nyc.html,"The security camera video was shocking in its brutality. A 65-year-old Filipino immigrant was walking down a street near Times Square when a man, in broad daylight, suddenly kicked her in the stomach.",2021-03-30T23:01:06+0000,Asia Pacific
614,"“We can’t be silent in the face of rising violence against Asian Americans,” President Biden said after an assault on a woman in New York.",https://www.nytimes.com/2021/03/30/us/politics/biden-anti-asian-violence.html,"WASHINGTON — President Biden on Tuesday laid out plans to address rising racism against Asian-Americans, increasing accessibility to hate crime data, requiring new training for local police and establishing nearly $50 million in grants to support survivors of domestic violence and sexual assault who face language barriers.",2021-03-30T23:22:16+0000,Asia Pacific
615,"After months of searching, Indonesian officials say they have found the crucial memory unit from Sriwijaya Air Flight 182. Investigators hope it will help explain why the plane crashed in January.",https://www.nytimes.com/2021/03/31/world/asia/indonesia-crash-sriwijaya-voice-recorder.html,"BANGKOK — Nearly three months after Sriwijaya Air Flight 182 crashed into the Java Sea, Indonesian officials announced on Wednesday that they had recovered the memory module of the aircraft’s cockpit voice recorder by pumping up mud and sand from the seafloor.",2021-03-31T07:13:55+0000,Asia Pacific
616,Monthly cargo volumes at the Port of New York and New Jersey have set records and strained port operations.,https://www.nytimes.com/2021/03/31/nyregion/ny-nj-ports-pandemic.html,The stacks of cargo containers can tell a lot about how people spent their year at home during the pandemic.,2021-03-31T09:00:16+0000,Asia Pacific
617,A pediatric outbreak in a remote city in Pakistan shows the urgency of global health after Covid.,https://www.nytimes.com/2021/03/31/magazine/pakistan-hiv.html,"One day in February 2019, Nazeer Shah carried his 1-year-old daughter, Eman, into a medical clinic. The doctor there, Imran Arbani, was immediately alarmed: The girl was limp and lethargic, her head flopped over on her father’s shoulder. Her breathing was shallow and fast. She was asleep, hard to rouse, except when she woke to cough. She drooled from her mouth. Her tongue was covered with a thick white coating, which Arbani recognized as thrush, a condition that usually indicates a weakened immune system. At around 11 pounds, she was frighteningly underweight.",2021-03-31T09:00:31+0000,Asia Pacific
618,"Juventus reimagined its look, P.S.G. partnered with Jordan Brand, and now Arsenal and Inter Milan are following suit. But soccer’s interest in design has little to do with the sport.",https://www.nytimes.com/2021/03/31/sports/soccer/soccer-streetwear-juventus.html,"The lights at the Allianz Stadium cut out, and the music swelled. In the darkness, a small patch in the middle of the field seemed to glow. The center circle started to pulse and ripple. And then the grass itself appeared to get pulled away, as if it were nothing more than a tablecloth. Three words ran around the electronic advertising boards: “History. Passion. Lols.”",2021-03-31T10:00:12+0000,Asia Pacific
